applicant_id,age,gender,education_level,marital_status,income,credit_score,loan_amount,loan_purpose,employment_status,years_at_current_job,payment_history,dti_ratio,property_value,previous_defaults,marital_status_change,risk_rating,debt,ltv_ratio
491,54,Non-binary,PhD,Divorced,111760,707,36786,Auto,Employed,17,Good,0.126646749,52120,4,2,Medium,14154.04067,0.705794321
492,64,Female,PhD,Divorced,81572,0,11684,Auto,Self-employed,8,Fair,0.145390043,74713,2,1,Low,11859.75659,0.1563851
493,29,Non-binary,Master's,Widowed,65537,713,0,Auto,Self-employed,7,Poor,0.134150202,69109,4,0,Low,8791.801788,0
494,61,Non-binary,Master's,Single,73942,620,0,Personal,Unemployed,16,Fair,0.275224834,108502,1,0,Low,20350.67468,0
495,29,Female,Master's,Married,100123,603,46735,Business,Unemployed,6,Fair,0.234113208,65712,0,0,Low,23440.11672,0.71120952
496,51,Male,High School,Married,107171,763,45955,Auto,Self-employed,8,Poor,0.502590674,258221,1,1,Low,53863.14512,0.17796771
497,51,Male,PhD,Married,36756,646,39884,Business,Employed,16,Excellent,0.244589366,68595,3,0,Low,8990.126737,0.581441796
498,36,Male,PhD,Divorced,43600,0,40557,Home,Unemployed,5,Good,0.473770806,0,0,1,Medium,20656.40714,#DIV/0!
499,25,Female,Master's,Divorced,33286,628,10647,Business,Unemployed,16,Fair,0.593963842,0,3,2,Low,19770.68044,#DIV/0!
500,21,Non-binary,PhD,Single,106940,721,43381,Home,Self-employed,13,Excellent,0.468084508,68461,0,2,Low,50056.95729,0.63366004
501,32,Female,PhD,Married,36150,614,47080,Home,Unemployed,3,Fair,0.383432349,280243,4,2,Medium,13861.07942,0.16799706
502,45,Male,Master's,Widowed,22751,776,48368,Home,Employed,7,Fair,0.18131963,139323,2,0,Medium,4125.202902,0.347164503
503,25,Female,PhD,Widowed,0,675,25392,Business,Unemployed,2,Good,0.275595032,61857,1,1,Low,0,0.410495174
504,41,Male,PhD,Single,114897,724,33782,Auto,Employed,19,Poor,0.100727342,203813,0,2,Low,11573.26941,0.165749977
505,25,Male,Master's,Married,102176,604,28933,Personal,Employed,8,Good,0.468058725,140628,1,1,Medium,47824.36829,0.205741389
506,68,Non-binary,PhD,Single,94676,709,27727,Personal,Unemployed,7,Excellent,0.37040874,233292,2,1,Low,35068.81787,0.118851054
507,54,Female,High School,Married,96230,730,0,Home,Self-employed,4,Good,0.298507266,174250,0,0,High,28725.35421,0
508,37,Non-binary,Master's,Married,83474,779,37611,Personal,Unemployed,2,Fair,0.250502633,177110,1,1,Low,20910.45679,0.212359551
509,27,Female,Bachelor's,Divorced,74334,790,0,Personal,Self-employed,15,Poor,0.338977162,160387,2,0,Medium,25197.52836,0
510,58,Male,PhD,Widowed,30596,0,48782,Home,Self-employed,3,Excellent,0.304205209,219451,2,1,Low,9307.462575,0.222291081
511,40,Non-binary,Master's,Single,91942,0,17130,Home,Unemployed,9,Fair,0.278952239,231056,1,1,Low,25647.42676,0.074137871
512,60,Male,Bachelor's,Widowed,108444,662,40153,Business,Unemployed,19,Poor,0.142010326,175005,3,0,Low,15400.16779,0.229439159
513,52,Female,Bachelor's,Single,110341,707,32742,Personal,Unemployed,9,Excellent,0.487182226,206337,2,1,Medium,53756.174,0.158682156
514,31,Female,High School,Single,0,0,48743,Business,Unemployed,0,Good,0.240110329,183676,3,1,Medium,0,0.265374899
515,48,Female,High School,Married,72563,756,15115,Business,Employed,12,Poor,0.45234732,135455,1,1,Medium,32823.67858,0.111586874
516,18,Non-binary,Master's,Married,0,614,36117,Auto,Self-employed,16,Excellent,0.587479711,120474,0,2,Low,0,0.299790826
517,44,Female,Master's,Single,0,655,24935,Business,Self-employed,12,Fair,0.26100839,60470,3,1,Medium,0,0.412353233
518,46,Female,High School,Widowed,109049,705,0,Business,Employed,6,Poor,0.406229335,112323,2,1,High,44298.90275,0
519,35,Female,Master's,Divorced,72105,654,23126,Auto,Self-employed,12,Excellent,0.457952856,0,1,1,Low,33020.69068,#DIV/0!
520,22,Male,Bachelor's,Widowed,117552,669,34394,Home,Unemployed,18,Fair,0.392459515,227939,0,1,Low,46134.40091,0.150891247
521,52,Non-binary,PhD,Married,98950,678,0,Auto,Employed,9,Fair,0.541456383,186735,3,2,Low,53577.1091,0
522,52,Male,PhD,Divorced,42787,613,0,Home,Unemployed,11,Poor,0.418718368,275632,2,1,Low,17915.70281,0
523,45,Female,PhD,Married,0,749,7380,Business,Self-employed,14,Fair,0.32619568,113701,3,2,Low,0,0.064907081
524,34,Non-binary,Bachelor's,Single,78609,781,44820,Personal,Unemployed,8,Fair,0.26252993,177433,0,1,Low,20637.21527,0.252602391
525,62,Female,Master's,Widowed,97332,716,0,Auto,Self-employed,9,Poor,0.408872951,0,2,2,Low,39796.42207,#DIV/0!
526,20,Non-binary,PhD,Married,30977,628,44603,Auto,Self-employed,12,Excellent,0.417672312,0,0,1,Low,12938.23521,#DIV/0!
527,40,Non-binary,Bachelor's,Divorced,23194,644,18194,Business,Unemployed,2,Poor,0.318496764,230545,3,1,Low,7387.213944,0.078917348
528,55,Non-binary,High School,Single,69630,0,17261,Auto,Employed,4,Poor,0.493440078,0,4,1,Medium,34358.23263,#DIV/0!
529,53,Non-binary,PhD,Divorced,112776,0,27814,Business,Employed,18,Poor,0.485846405,247189,3,0,Low,54791.81417,0.112521188
530,19,Female,Master's,Single,110139,747,13655,Personal,Employed,11,Fair,0.132462359,154531,3,2,Medium,14589.27176,0.088364147
531,60,Male,PhD,Married,0,785,31939,Business,Unemployed,1,Excellent,0.287946048,0,2,2,Low,0,#DIV/0!
532,58,Female,PhD,Divorced,87158,761,45577,Personal,Unemployed,1,Excellent,0.25920364,148901,0,2,Low,22591.67086,0.306089281
533,40,Non-binary,High School,Single,79439,748,41826,Business,Self-employed,13,Fair,0.405970824,49315,2,2,Medium,32249.91629,0.848139511
534,23,Non-binary,High School,Single,58624,0,0,Business,Employed,7,Fair,0.497709416,208198,2,0,Medium,29177.7168,0
535,68,Female,Master's,Married,49672,635,0,Auto,Employed,6,Fair,0.338355707,226023,3,0,Low,16806.80468,0
536,53,Male,Master's,Divorced,109082,665,0,Business,Unemployed,12,Good,0.160460187,45806,0,1,Low,17503.31812,0
537,59,Female,Master's,Married,25591,792,0,Auto,Unemployed,8,Excellent,0.457485742,110440,4,2,Medium,11707.51762,0
538,55,Female,Bachelor's,Divorced,105662,730,32440,Auto,Unemployed,17,Good,0.547985285,243369,3,2,Medium,57901.22118,0.133295531
539,43,Male,Bachelor's,Single,111118,654,46199,Home,Unemployed,1,Fair,0.481644749,274277,4,2,Low,53519.40122,0.168439206
540,19,Non-binary,High School,Divorced,86231,677,39315,Personal,Self-employed,6,Poor,0.524104208,21265,1,1,Medium,45194.02996,1.848812603
541,64,Male,PhD,Married,27014,780,36704,Home,Unemployed,18,Fair,0.218801819,181585,4,1,Low,5910.712338,0.202131233
542,44,Non-binary,PhD,Divorced,96151,608,0,Auto,Self-employed,2,Excellent,0.308626933,60729,2,1,Low,29674.78823,0
543,19,Male,PhD,Widowed,0,780,7993,Business,Self-employed,10,Fair,0.474783032,89712,2,1,Medium,0,0.089096219
544,53,Non-binary,High School,Married,117379,0,8562,Personal,Self-employed,9,Poor,0.148913475,253074,3,1,Low,17479.31478,0.033832002
545,19,Non-binary,PhD,Single,84042,792,0,Home,Employed,9,Excellent,0.260954008,225631,1,0,Medium,21931.09674,0
546,59,Male,Bachelor's,Married,100221,660,0,Personal,Employed,16,Fair,0.51030847,0,0,0,Low,51143.62517,#DIV/0!
547,24,Male,High School,Widowed,32291,776,28968,Business,Self-employed,3,Excellent,0.398336078,235595,2,0,Medium,12862.67029,0.122956769
548,56,Female,High School,Single,48214,610,8303,Home,Unemployed,15,Good,0.491875785,0,2,2,Low,23715.2991,#DIV/0!
549,31,Non-binary,High School,Married,46269,616,35767,Business,Self-employed,7,Poor,0.104931918,272146,0,0,Low,4855.094914,0.131425779
550,65,Female,Master's,Single,67259,652,33364,Home,Unemployed,16,Good,0.354087841,0,2,0,Low,23815.5941,#DIV/0!
551,63,Female,Master's,Widowed,44667,796,24173,Business,Self-employed,17,Good,0.517714268,28982,4,0,Low,23124.74321,0.834069422
552,35,Non-binary,PhD,Widowed,103748,704,41146,Home,Self-employed,2,Excellent,0.274006835,294726,0,2,Medium,28427.66112,0.139607636
553,58,Male,Bachelor's,Divorced,26668,783,10147,Auto,Unemployed,0,Fair,0.315258984,38083,2,1,Low,8407.326585,0.266444345
554,34,Non-binary,PhD,Widowed,96031,652,0,Auto,Unemployed,12,Good,0.180041914,0,3,0,Medium,17289.60504,#DIV/0!
555,21,Male,PhD,Single,66898,0,28687,Auto,Unemployed,13,Excellent,0.197093656,211814,4,2,Medium,13185.1714,0.135434863
556,23,Non-binary,PhD,Divorced,76478,781,0,Auto,Unemployed,10,Fair,0.396464627,164971,1,0,Medium,30320.82174,0
557,52,Non-binary,Bachelor's,Widowed,60205,783,32414,Business,Employed,12,Good,0.133613976,0,0,1,Medium,8044.229425,#DIV/0!
558,21,Non-binary,Master's,Married,98157,793,0,Home,Employed,2,Good,0.258087852,233448,1,0,Low,25333.12929,0
559,54,Male,PhD,Divorced,41725,777,31532,Home,Unemployed,1,Good,0.329581987,257918,3,0,Low,13751.80841,0.122255911
560,41,Male,Master's,Single,117813,615,32854,Auto,Unemployed,13,Fair,0.266667636,268628,2,0,Low,31416.9142,0.122302962
561,46,Female,High School,Widowed,37441,642,48806,Personal,Self-employed,7,Poor,0.245534298,140676,4,2,Low,9193.049651,0.346939066
562,46,Non-binary,PhD,Widowed,99874,779,20630,Business,Self-employed,10,Poor,0.504374118,192187,0,2,High,50373.86066,0.107343369
563,67,Male,Master's,Single,0,613,11464,Business,Employed,15,Poor,0.154276748,299444,4,1,Low,0,0.038284287
564,52,Female,PhD,Widowed,47115,689,5521,Home,Unemployed,10,Fair,0.291214987,165326,0,2,Low,13720.59411,0.033394626
565,52,Female,Bachelor's,Married,63815,663,12089,Personal,Unemployed,18,Fair,0.411987962,157076,1,1,Low,26291.0118,0.076962744
566,52,Non-binary,PhD,Widowed,28117,777,43848,Personal,Employed,0,Fair,0.206550207,180411,4,1,Medium,5807.57217,0.243045047
567,32,Non-binary,High School,Divorced,96844,639,35997,Auto,Unemployed,10,Excellent,0.149014858,212676,2,0,Medium,14431.19491,0.169257462
568,52,Female,High School,Married,30346,624,0,Auto,Employed,14,Good,0.415887196,138408,1,0,Low,12620.51285,0
569,35,Female,Bachelor's,Single,61482,0,17230,Business,Employed,10,Fair,0.479937667,281249,0,2,Medium,29507.52764,0.06126244
570,19,Female,Bachelor's,Single,0,710,33173,Home,Self-employed,6,Poor,0.290587586,216778,4,1,Low,0,0.153027521
571,35,Male,PhD,Married,49055,786,21916,Business,Employed,5,Excellent,0.23913224,81355,1,0,Medium,11730.63203,0.269387253
572,65,Female,PhD,Married,0,759,10472,Business,Employed,8,Excellent,0.512716566,124867,0,2,Medium,0,0.083865233
573,26,Male,PhD,Single,0,761,20553,Business,Self-employed,11,Excellent,0.495705236,63471,3,0,Low,0,0.323817176
574,48,Male,PhD,Married,33487,719,0,Auto,Unemployed,7,Fair,0.342388175,248928,0,2,Low,11465.55282,0
575,51,Non-binary,PhD,Single,0,780,40150,Home,Unemployed,14,Fair,0.466096322,247974,4,0,High,0,0.161912136
576,32,Non-binary,High School,Widowed,44832,786,26318,Auto,Employed,10,Good,0.116037447,233532,1,1,Low,5202.190824,0.112695476
577,32,Female,High School,Widowed,0,628,18532,Business,Self-employed,14,Fair,0.447150834,32296,0,2,Medium,0,0.573817191
578,61,Female,PhD,Divorced,85984,742,9671,Business,Unemployed,11,Excellent,0.274405449,238152,3,0,Low,23594.47813,0.040608519
579,44,Non-binary,PhD,Single,32985,794,32122,Business,Employed,2,Good,0.247962581,131045,0,2,Low,8179.045734,0.245121905
580,56,Non-binary,Master's,Single,109074,644,44069,Business,Employed,7,Excellent,0.358411596,230971,3,0,Medium,39093.38642,0.190798845
581,64,Male,High School,Divorced,24321,789,43084,Home,Employed,8,Good,0.460094868,214252,4,1,Low,11189.96728,0.201090305
582,60,Male,Bachelor's,Divorced,109792,763,28526,Business,Self-employed,3,Excellent,0.231447922,58359,1,2,Medium,25411.13025,0.48880207
583,62,Non-binary,Bachelor's,Married,22291,702,30633,Personal,Unemployed,1,Excellent,0.450341044,273234,0,2,Low,10038.55221,0.112112695
584,59,Non-binary,Master's,Widowed,112097,711,32211,Home,Employed,18,Good,0.596192141,88870,4,1,High,66831.35043,0.362450771
585,18,Female,High School,Widowed,116604,0,0,Auto,Employed,11,Good,0.567599009,85418,0,2,Medium,66184.31485,0
586,61,Non-binary,High School,Married,61983,0,8160,Business,Employed,1,Poor,0.232663683,0,1,0,Low,14421.19306,#DIV/0!
587,47,Non-binary,PhD,Divorced,115384,654,6345,Auto,Self-employed,16,Good,0.19980165,93331,2,1,Low,23053.91358,0.067983842
588,68,Female,Bachelor's,Widowed,87951,681,0,Business,Self-employed,17,Poor,0.281643363,127013,3,0,Low,24770.81542,0
589,21,Female,Bachelor's,Divorced,37412,721,31293,Personal,Employed,7,Poor,0.506643451,46275,4,2,Low,18954.54479,0.67623987
590,22,Male,Master's,Married,32803,0,36258,Auto,Employed,12,Good,0.33887111,230107,0,2,Medium,11115.98902,0.157570174
591,54,Female,High School,Divorced,62837,728,34794,Business,Unemployed,10,Excellent,0.119691062,263985,0,2,Low,7521.027263,0.131802943
592,24,Female,Bachelor's,Married,47563,0,43145,Personal,Self-employed,9,Excellent,0.24671567,236605,1,0,Low,11734.53741,0.182350331
593,20,Male,High School,Single,56992,694,26150,Auto,Employed,10,Excellent,0.452457034,211905,3,2,Low,25786.43128,0.123404356
594,53,Non-binary,High School,Single,104008,679,32669,Business,Employed,1,Excellent,0.231336187,289770,3,1,High,24060.81414,0.11274114
595,64,Male,Master's,Divorced,0,762,0,Home,Unemployed,14,Excellent,0.130620223,281731,3,1,Low,0,0
596,40,Male,PhD,Married,90270,636,41919,Auto,Self-employed,17,Poor,0.31211085,0,4,2,Medium,28174.24643,#DIV/0!
597,69,Female,PhD,Divorced,42564,694,8679,Home,Employed,3,Excellent,0.241589861,0,0,0,Low,10283.03084,#DIV/0!
598,21,Female,High School,Single,72927,0,35093,Business,Employed,14,Excellent,0.467205515,291342,3,2,Low,34071.89659,0.120452938
599,50,Female,PhD,Divorced,55515,717,14867,Personal,Unemployed,7,Poor,0.48665126,132123,1,2,Medium,27016.4447,0.112523936
600,25,Non-binary,PhD,Divorced,71473,765,14855,Home,Employed,1,Good,0.290911627,291268,4,0,Low,20792.32672,0.05100114
601,36,Non-binary,Bachelor's,Widowed,0,0,7397,Home,Self-employed,17,Good,0.469009412,57731,0,2,Medium,0,0.128128735
602,28,Female,High School,Divorced,115018,789,23529,Personal,Employed,11,Good,0.477100764,290952,3,1,Low,54875.17567,0.080869009
603,55,Male,PhD,Divorced,0,732,10357,Auto,Unemployed,12,Excellent,0.309273334,67630,2,0,Low,0,0.153142097
604,38,Non-binary,PhD,Single,0,609,13704,Business,Self-employed,16,Poor,0.160306687,232682,0,0,Medium,0,0.058895832
605,18,Non-binary,PhD,Married,108644,766,45358,Auto,Self-employed,15,Poor,0.488016351,0,1,2,Low,53020.04844,#DIV/0!
606,54,Non-binary,Master's,Single,29449,683,49541,Auto,Employed,3,Fair,0.355815,260559,1,0,Low,10478.39594,0.190133521
607,54,Non-binary,Bachelor's,Single,57078,600,0,Personal,Self-employed,4,Poor,0.433311723,76965,0,0,Low,24732.56653,0
608,54,Female,Bachelor's,Divorced,23837,692,5389,Business,Employed,13,Good,0.542403857,175164,1,0,Medium,12929.28074,0.030765454
609,22,Female,High School,Married,25136,771,0,Home,Employed,2,Good,0.206722124,42949,3,1,Medium,5196.167309,0
610,50,Male,Bachelor's,Married,65097,695,9075,Home,Employed,15,Excellent,0.21071361,261860,1,1,Low,13716.82387,0.034655923
611,24,Male,PhD,Divorced,67907,732,8049,Auto,Employed,12,Poor,0.147506978,74216,2,2,Medium,10016.75636,0.108453703
612,57,Non-binary,PhD,Divorced,0,0,40993,Auto,Employed,9,Poor,0.570523425,156237,0,2,Low,0,0.26237703
613,53,Female,Master's,Widowed,38405,679,0,Auto,Employed,2,Excellent,0.314140637,131292,3,0,Low,12064.57116,0
614,60,Non-binary,High School,Married,75149,733,38108,Personal,Self-employed,16,Excellent,0.378517619,0,2,2,Medium,28445.22055,#DIV/0!
615,43,Non-binary,Bachelor's,Divorced,62044,0,40415,Personal,Self-employed,11,Excellent,0.368345082,245308,3,0,Medium,22853.60227,0.164752067
616,45,Female,High School,Single,50875,636,0,Auto,Employed,8,Fair,0.539824659,114013,0,0,Low,27463.57953,0
617,40,Male,PhD,Divorced,60397,628,36041,Auto,Unemployed,17,Poor,0.420631445,0,1,2,Medium,25404.87738,#DIV/0!
618,69,Female,High School,Widowed,30886,0,32960,Personal,Unemployed,11,Good,0.488030125,0,3,1,Low,15073.29844,#DIV/0!
619,37,Female,High School,Divorced,0,630,48519,Personal,Employed,14,Fair,0.582281422,149597,1,1,Low,0,0.32433137
620,27,Non-binary,Bachelor's,Widowed,72181,665,22569,Business,Employed,2,Good,0.316120391,271732,1,2,Low,22817.88594,0.083056099
621,26,Female,PhD,Single,44838,656,19495,Business,Unemployed,12,Excellent,0.127790994,73852,2,2,Medium,5729.892589,0.263973894
622,62,Non-binary,Bachelor's,Married,113075,0,0,Home,Self-employed,3,Good,0.59526817,197044,4,1,Medium,67309.94832,0
623,20,Female,PhD,Divorced,71003,737,0,Personal,Self-employed,0,Good,0.436631428,181879,0,0,Low,31002.14128,0
624,26,Non-binary,High School,Single,111288,798,19256,Home,Self-employed,15,Poor,0.397157302,194627,1,0,Low,44198.84182,0.098937969
625,22,Male,Master's,Widowed,39396,666,30790,Business,Unemployed,12,Fair,0.365633578,218704,2,1,Low,14404.50044,0.140783891
626,43,Female,PhD,Single,27699,656,29192,Personal,Employed,8,Fair,0.446710836,123524,3,2,Low,12373.44345,0.236326544
627,63,Male,PhD,Single,77429,759,44021,Home,Employed,5,Excellent,0.599780541,184873,2,2,Low,46440.40751,0.238114814
628,32,Male,PhD,Widowed,109680,797,26474,Business,Self-employed,10,Excellent,0.316092942,0,1,0,High,34669.07388,#DIV/0!
629,38,Female,Master's,Divorced,117288,794,0,Auto,Employed,12,Excellent,0.314001719,288035,3,0,Low,36828.63362,0
630,67,Female,High School,Married,28660,654,20223,Business,Employed,2,Good,0.192484297,260549,2,1,Low,5516.599952,0.077616878
631,39,Female,High School,Single,111564,687,41620,Personal,Unemployed,10,Fair,0.579206891,127321,0,0,Low,64618.63759,0.326890301
632,48,Male,Master's,Divorced,0,727,19720,Auto,Self-employed,3,Good,0.155568322,219461,4,2,Medium,0,0.089856512
633,66,Male,High School,Divorced,29319,676,11747,Auto,Employed,11,Fair,0.126670385,197751,0,2,High,3713.849018,0.059402987
634,25,Non-binary,PhD,Single,0,623,7658,Auto,Employed,10,Excellent,0.44148173,103433,0,0,Medium,0,0.074038266
635,46,Female,Master's,Widowed,39779,697,25633,Business,Self-employed,1,Poor,0.133090077,178046,1,2,Medium,5294.190173,0.143968413
636,49,Male,High School,Divorced,116204,601,36592,Personal,Employed,19,Good,0.361680715,204610,4,2,Low,42028.74581,0.178837789
637,52,Non-binary,Bachelor's,Divorced,57672,780,31363,Personal,Self-employed,0,Good,0.414935758,189350,0,0,Low,23930.17504,0.165635067
638,52,Male,Master's,Married,91441,798,15391,Auto,Self-employed,13,Poor,0.269128638,78039,2,0,Medium,24609.39179,0.197221902
639,43,Male,PhD,Married,0,707,33299,Business,Self-employed,5,Good,0.274881357,51646,4,1,Medium,0,0.644754676
640,55,Non-binary,Bachelor's,Married,45094,0,13706,Home,Unemployed,10,Fair,0.559709003,80063,4,2,Medium,25239.51778,0.171190188
641,61,Male,Master's,Widowed,66454,789,49507,Auto,Unemployed,17,Fair,0.30763609,138818,0,2,Low,20443.64872,0.356632425
642,52,Female,Bachelor's,Widowed,39734,641,42843,Auto,Unemployed,18,Excellent,0.395627956,221155,0,0,Medium,15719.8812,0.193723859
643,55,Non-binary,Bachelor's,Divorced,40150,629,26281,Home,Unemployed,11,Excellent,0.393472778,0,4,1,Medium,15797.93204,#DIV/0!
644,43,Female,High School,Divorced,111614,778,0,Auto,Unemployed,3,Good,0.411062284,298891,0,2,Low,45880.30577,0
645,33,Non-binary,Bachelor's,Divorced,95019,736,27400,Personal,Employed,1,Poor,0.289618278,0,3,1,Low,27519.23916,#DIV/0!
646,45,Female,PhD,Single,0,612,25428,Home,Employed,10,Fair,0.325012264,96250,0,2,Low,0,0.264187013
647,42,Male,Master's,Widowed,40860,642,7714,Home,Self-employed,17,Poor,0.254516071,85955,4,0,Low,10399.52666,0.089744634
648,57,Female,PhD,Married,77966,695,36901,Personal,Employed,7,Good,0.410866531,0,0,1,Low,32033.61996,#DIV/0!
649,33,Female,PhD,Widowed,55584,691,36824,Auto,Employed,15,Excellent,0.371420382,238132,2,1,Low,20645.03051,0.154636924
650,35,Male,Bachelor's,Married,81850,711,25151,Business,Employed,11,Good,0.379794849,227693,3,1,Medium,31086.20839,0.110460137
651,53,Non-binary,Master's,Married,0,0,0,Personal,Employed,10,Poor,0.31621691,65175,3,1,Medium,0,0
652,29,Male,Bachelor's,Married,25900,648,0,Auto,Employed,6,Poor,0.43183503,0,2,1,Low,11184.52728,#DIV/0!
653,69,Non-binary,Bachelor's,Widowed,46467,659,0,Personal,Employed,15,Poor,0.166865122,168033,4,2,Low,7753.721624,0
654,32,Non-binary,Master's,Single,93851,667,22738,Personal,Self-employed,15,Excellent,0.395293868,245739,2,2,Low,37098.72481,0.092529065
655,52,Male,High School,Single,114584,0,23564,Auto,Employed,5,Good,0.25198672,0,4,0,Low,28873.64632,#DIV/0!
656,53,Non-binary,Master's,Widowed,0,609,30062,Auto,Employed,6,Fair,0.58419416,267689,0,2,Low,0,0.112301962
657,52,Female,Master's,Single,94292,684,11596,Personal,Employed,6,Good,0.228723523,176006,4,2,Low,21566.79843,0.065884118
658,20,Female,High School,Divorced,46485,714,13389,Personal,Self-employed,12,Excellent,0.217857483,27421,0,0,Low,10127.1051,0.488275409
659,38,Non-binary,Master's,Divorced,57822,714,6533,Home,Employed,4,Fair,0.294871882,121972,4,1,Low,17050.08196,0.053561473
660,19,Female,High School,Single,76878,689,5412,Business,Self-employed,17,Fair,0.546073175,203418,4,0,Low,41981.01355,0.026605315
661,18,Male,Bachelor's,Divorced,63578,681,26888,Business,Employed,12,Fair,0.101710802,49558,4,0,Low,6466.56937,0.542556197
662,68,Non-binary,Master's,Divorced,33305,0,0,Auto,Unemployed,2,Good,0.596621608,245787,4,2,Low,19870.48265,0
663,30,Female,High School,Married,118329,661,11351,Home,Unemployed,13,Poor,0.321535116,0,0,2,Low,38046.92874,#DIV/0!
664,46,Non-binary,Bachelor's,Divorced,75059,712,43731,Auto,Unemployed,10,Good,0.303833546,151900,2,0,Low,22805.44213,0.287893351
665,20,Female,Master's,Divorced,77487,716,43574,Auto,Self-employed,17,Poor,0.240641568,156348,0,2,Medium,18646.59318,0.2786988
666,62,Female,PhD,Single,75900,651,49978,Personal,Self-employed,3,Good,0.264301345,24777,2,0,Medium,20060.47209,2.017112645
667,18,Male,Master's,Widowed,27312,777,26528,Home,Self-employed,5,Excellent,0.216173485,264157,1,0,Low,5904.130222,0.100425126
668,35,Non-binary,High School,Divorced,78765,657,17624,Business,Unemployed,16,Excellent,0.511078543,266558,0,0,Low,40255.10144,0.066116943
669,39,Male,Bachelor's,Married,28078,646,34286,Business,Self-employed,1,Good,0.213329664,234021,3,2,Low,5989.870306,0.146508219
670,34,Non-binary,High School,Single,76210,710,14139,Personal,Self-employed,14,Good,0.559238616,121547,0,2,Low,42619.57493,0.116325372
671,66,Male,High School,Single,0,616,49216,Business,Unemployed,8,Fair,0.153614822,74277,1,2,Medium,0,0.662600805
672,42,Non-binary,Bachelor's,Single,0,705,0,Home,Employed,8,Fair,0.364041195,0,4,0,Low,0,#DIV/0!
673,30,Female,High School,Divorced,41169,724,40579,Home,Self-employed,18,Poor,0.44328749,279796,2,1,Medium,18249.70268,0.145030665
674,40,Male,PhD,Single,26503,645,23379,Personal,Unemployed,2,Poor,0.56013067,211168,4,2,Medium,14845.14315,0.110712797
675,55,Male,PhD,Widowed,62139,646,18866,Personal,Self-employed,6,Good,0.157969835,89608,0,1,Low,9816.087577,0.210539238
676,57,Female,Bachelor's,Divorced,85883,754,25813,Personal,Self-employed,11,Fair,0.39802659,205979,4,1,Low,34183.71763,0.1253186
677,33,Female,Master's,Divorced,60875,791,9538,Business,Self-employed,10,Excellent,0.409812893,0,0,2,Medium,24947.35986,#DIV/0!
678,68,Male,PhD,Divorced,0,0,24012,Home,Employed,5,Fair,0.320351465,0,3,1,Low,0,#DIV/0!
679,34,Male,PhD,Single,24858,763,46303,Business,Unemployed,3,Poor,0.507676067,55385,0,2,Low,12619.81167,0.836020583
680,38,Non-binary,Bachelor's,Widowed,26858,783,11363,Business,Self-employed,2,Fair,0.339070055,163920,3,1,Low,9106.743537,0.0693204
681,22,Female,Bachelor's,Single,58345,732,35331,Personal,Self-employed,13,Fair,0.44903451,120601,0,0,Low,26198.91849,0.29295777
682,31,Female,High School,Widowed,107986,777,33519,Personal,Employed,8,Good,0.450801859,170578,2,1,High,48680.28955,0.19650248
683,28,Female,Bachelor's,Married,0,726,39698,Auto,Unemployed,6,Good,0.16329504,102460,0,1,Low,0,0.38744876
684,64,Non-binary,Bachelor's,Married,56232,616,13412,Home,Employed,19,Good,0.503807938,120505,1,0,Medium,28330.12797,0.111298286
685,29,Female,High School,Divorced,33427,614,43889,Auto,Employed,17,Good,0.591268693,0,2,1,Medium,19764.3386,#DIV/0!
686,21,Male,PhD,Married,47106,679,26061,Personal,Self-employed,0,Excellent,0.232260637,42062,0,0,Low,10940.86957,0.619585374
687,65,Female,PhD,Widowed,0,764,11550,Home,Employed,18,Excellent,0.492592764,237369,1,2,High,0,0.048658418
688,28,Male,High School,Divorced,47881,680,29640,Business,Unemployed,12,Good,0.184763184,242194,0,0,Low,8846.646013,0.122381232
689,56,Male,Bachelor's,Married,27377,764,25336,Personal,Employed,8,Excellent,0.541219387,194672,1,1,Low,14816.96316,0.130147119
690,58,Female,High School,Single,85252,642,42477,Auto,Employed,18,Fair,0.463708396,53692,0,1,Low,39532.06818,0.791123445
691,44,Non-binary,PhD,Single,112969,611,9306,Home,Unemployed,10,Excellent,0.360665804,0,3,0,Low,40744.05521,#DIV/0!
692,45,Male,Master's,Married,111228,709,14500,Business,Self-employed,19,Fair,0.399768706,127222,0,0,Low,44465.47363,0.113973998
693,47,Female,Master's,Divorced,0,694,16263,Personal,Unemployed,12,Excellent,0.521967081,291513,3,0,Low,0,0.05578825
694,40,Male,High School,Divorced,0,0,38436,Business,Unemployed,0,Good,0.492498448,96604,0,0,Low,0,0.397871724
695,47,Male,Bachelor's,Married,107091,795,47001,Business,Self-employed,7,Excellent,0.308272862,279238,4,1,Low,33013.24906,0.168318782
696,26,Male,PhD,Single,0,617,21919,Auto,Employed,5,Poor,0.104084501,271424,3,1,Low,0,0.080755571
697,25,Male,Master's,Widowed,42601,676,49106,Home,Employed,5,Fair,0.51464156,0,2,1,Medium,21924.2451,#DIV/0!
698,58,Female,Bachelor's,Married,47410,673,48704,Business,Self-employed,7,Excellent,0.306834265,195837,0,1,Low,14547.0125,0.24869662
699,44,Male,Bachelor's,Single,0,780,27080,Auto,Self-employed,14,Fair,0.255719034,34245,4,2,Low,0,0.790772376
700,53,Female,Bachelor's,Single,0,0,7509,Home,Employed,11,Poor,0.379303319,265513,0,2,Medium,0,0.028281101
